PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
743,1,3,Passenger 743,female,16.7,0,1,TKT00743,4.0,nan,S
744,0,3,Passenger 744,male,32.0,0,1,TKT00744,31.07,nan,S
745,0,2,Passenger 745,male,28.5,1,0,TKT00745,9.0,nan,Q
746,0,2,Passenger 746,male,27.6,0,1,TKT00746,6.44,nan,S
747,1,3,Passenger 747,male,,0,0,TKT00747,17.27,nan,S
748,0,2,Passenger 748,male,30.5,0,1,TKT00748,27.9,nan,S
749,1,3,Passenger 749,female,40.9,0,1,TKT00749,5.41,A5,S
750,0,3,Passenger 750,female,48.3,0,1,TKT00750,35.29,nan,S
751,0,1,Passenger 751,male,29.0,0,0,TKT00751,36.99,nan,C
752,0,3,Passenger 752,male,40.4,1,1,TKT00752,20.85,nan,S
753,0,1,Passenger 753,male,19.2,0,0,TKT00753,10.03,D33,S
754,0,1,Passenger 754,male,39.7,0,0,TKT00754,9.18,nan,S
755,0,3,Passenger 755,female,18.3,0,0,TKT00755,45.64,nan,S
756,0,2,Passenger 756,male,44.3,0,0,TKT00756,6.0,C85,S
757,0,3,Passenger 757,male,59.9,0,0,TKT00757,47.07,nan,S
758,0,3,Passenger 758,female,27.3,0,0,TKT00758,17.6,D33,S
759,0,3,Passenger 759,male,0.5,0,0,TKT00759,18.6,nan,S
760,0,2,Passenger 760,male,21.3,1,1,TKT00760,5.12,nan,C
761,0,2,Passenger 761,female,46.2,0,0,TKT00761,17.86,nan,S
762,0,2,Passenger 762,male,36.7,0,0,TKT00762,32.81,nan,Q
763,0,1,Passenger 763,male,32.5,0,0,TKT00763,6.9,nan,S
764,0,3,Passenger 764,male,43.1,0,2,TKT00764,29.93,nan,S
765,0,2,Passenger 765,female,,0,0,TKT00765,21.57,nan,S
766,0,1,Passenger 766,male,46.0,0,0,TKT00766,12.0,nan,S
767,0,3,Passenger 767,male,41.9,0,0,TKT00767,39.79,nan,S
768,0,2,Passenger 768,male,50.3,3,0,TKT00768,4.0,A5,S
769,0,1,Passenger 769,male,34.0,0,0,TKT00769,26.51,B28,C
770,0,1,Passenger 770,male,,0,0,TKT00770,73.37,nan,S
771,0,3,Passenger 771,male,24.7,0,0,TKT00771,63.56,nan,S
772,0,3,Passenger 772,male,20.6,0,0,TKT00772,27.44,nan,Q
773,0,1,Passenger 773,male,52.9,0,0,TKT00773,15.78,nan,S
774,1,3,Passenger 774,female,32.0,0,0,TKT00774,12.08,nan,Q
775,0,3,Passenger 775,male,40.3,0,0,TKT00775,15.76,nan,C
776,1,3,Passenger 776,female,30.7,0,0,TKT00776,31.03,nan,C
777,0,1,Passenger 777,male,20.8,1,0,TKT00777,10.53,nan,C
778,1,1,Passenger 778,male,29.2,1,0,TKT00778,36.82,A5,S
779,1,3,Passenger 779,female,49.1,0,0,TKT00779,110.67,nan,S
780,1,2,Passenger 780,female,36.8,0,2,TKT00780,19.12,nan,C
781,0,3,Passenger 781,male,5.0,0,0,TKT00781,6.85,nan,C
782,0,3,Passenger 782,female,26.0,0,1,TKT00782,6.85,nan,S
783,0,1,Passenger 783,male,,0,0,TKT00783,37.38,nan,S
784,0,3,Passenger 784,male,26.0,1,0,TKT00784,19.15,A5,S
785,0,3,Passenger 785,female,3.8,0,0,TKT00785,40.51,nan,S
786,0,3,Passenger 786,male,55.5,1,0,TKT00786,13.11,nan,S
787,1,2,Passenger 787,female,38.6,0,0,TKT00787,39.04,nan,C
788,0,3,Passenger 788,male,28.0,0,0,TKT00788,17.7,nan,C
789,0,3,Passenger 789,female,23.8,0,0,TKT00789,11.18,nan,S
790,0,3,Passenger 790,male,44.2,0,0,TKT00790,14.57,nan,S
791,0,3,Passenger 791,male,,0,0,TKT00791,7.71,nan,S
792,0,3,Passenger 792,male,,1,0,TKT00792,98.64,nan,S
793,1,2,Passenger 793,male,36.6,0,0,TKT00793,18.6,nan,S
794,0,1,Passenger 794,male,,0,0,TKT00794,33.64,A5,S
795,1,1,Passenger 795,male,31.0,3,0,TKT00795,13.07,nan,S
796,0,3,Passenger 796,male,26.6,1,1,TKT00796,8.66,nan,S
797,0,3,Passenger 797,male,43.6,1,0,TKT00797,16.66,C85,S
798,0,3,Passenger 798,male,16.9,0,0,TKT00798,48.47,nan,S
799,1,2,Passenger 799,female,6.3,1,1,TKT00799,13.24,nan,S
800,0,3,Passenger 800,female,37.6,0,1,TKT00800,10.01,nan,S
801,1,3,Passenger 801,female,37.8,0,0,TKT00801,22.75,E46,S
802,0,2,Passenger 802,male,35.7,0,0,TKT00802,29.94,A5,S
803,1,3,Passenger 803,female,34.7,1,0,TKT00803,74.76,nan,S
804,1,3,Passenger 804,male,24.5,1,0,TKT00804,26.66,A5,S
805,0,3,Passenger 805,male,40.0,1,0,TKT00805,33.62,nan,Q
806,1,1,Passenger 806,male,28.4,1,0,TKT00806,35.71,nan,S
807,1,3,Passenger 807,female,22.2,0,1,TKT00807,7.99,nan,S
808,0,3,Passenger 808,male,24.6,0,0,TKT00808,9.29,nan,S
809,0,3,Passenger 809,male,,0,0,TKT00809,8.44,nan,C
810,0,3,Passenger 810,female,4.7,0,2,TKT00810,6.92,nan,C
811,0,3,Passenger 811,male,36.0,2,3,TKT00811,37.95,nan,S
812,0,2,Passenger 812,male,5.5,0,0,TKT00812,25.33,nan,S
813,0,3,Passenger 813,female,27.5,0,1,TKT00813,21.4,nan,S
814,0,3,Passenger 814,male,22.9,2,1,TKT00814,4.0,A5,S
815,0,3,Passenger 815,male,0.5,1,2,TKT00815,104.0,nan,S
816,1,1,Passenger 816,female,34.4,2,1,TKT00816,9.82,G6,S
817,0,2,Passenger 817,female,23.7,0,0,TKT00817,103.69,nan,Q
818,0,3,Passenger 818,male,,0,0,TKT00818,6.3,nan,C
819,0,2,Passenger 819,male,40.8,0,1,TKT00819,10.49,A5,S
820,0,3,Passenger 820,male,49.1,1,0,TKT00820,4.0,nan,Q
821,0,2,Passenger 821,male,,2,0,TKT00821,26.83,nan,S
822,0,3,Passenger 822,male,34.0,0,0,TKT00822,8.32,nan,S
823,0,3,Passenger 823,male,29.6,1,0,TKT00823,8.51,nan,C
824,0,2,Passenger 824,female,47.6,0,1,TKT00824,6.7,E46,S
825,0,3,Passenger 825,female,,0,1,TKT00825,37.41,A5,S
826,0,2,Passenger 826,male,44.9,0,1,TKT00826,35.49,nan,S
827,0,3,Passenger 827,male,,1,0,TKT00827,85.6,E46,S
828,0,3,Passenger 828,male,31.8,0,0,TKT00828,11.6,nan,S
829,1,3,Passenger 829,female,35.2,0,0,TKT00829,23.93,nan,S
830,0,1,Passenger 830,male,3.7,0,0,TKT00830,7.16,A5,S
831,0,1,Passenger 831,male,35.6,0,1,TKT00831,15.36,nan,S
832,0,3,Passenger 832,male,60.8,1,0,TKT00832,13.26,nan,S
833,0,3,Passenger 833,male,38.0,0,0,TKT00833,29.12,D33,S
834,0,3,Passenger 834,female,49.6,1,1,TKT00834,45.31,nan,S
835,0,1,Passenger 835,female,31.6,1,0,TKT00835,44.38,nan,S
836,0,2,Passenger 836,male,,0,0,TKT00836,10.23,nan,S
837,0,3,Passenger 837,female,34.3,0,0,TKT00837,44.65,nan,C
838,1,1,Passenger 838,female,17.6,2,0,TKT00838,19.39,nan,S
839,1,2,Passenger 839,male,15.5,0,0,TKT00839,15.49,nan,C
840,0,3,Passenger 840,male,46.7,0,0,TKT00840,11.4,nan,C
841,1,1,Passenger 841,male,48.2,0,0,TKT00841,12.83,nan,S
842,1,3,Passenger 842,female,15.1,1,0,TKT00842,80.95,nan,C
843,0,2,Passenger 843,male,42.6,1,0,TKT00843,25.69,E46,C
844,0,3,Passenger 844,male,27.8,1,1,TKT00844,23.1,B28,S
845,0,3,Passenger 845,male,33.8,0,0,TKT00845,16.28,nan,S
846,0,3,Passenger 846,female,35.4,1,0,TKT00846,142.14,nan,C
847,0,1,Passenger 847,male,42.9,1,0,TKT00847,57.05,nan,Q
848,0,3,Passenger 848,female,30.2,1,1,TKT00848,11.28,E46,S
849,0,3,Passenger 849,male,48.7,0,0,TKT00849,16.14,nan,C
850,0,2,Passenger 850,female,33.3,2,0,TKT00850,16.92,nan,C
851,0,1,Passenger 851,male,37.7,1,0,TKT00851,22.57,B28,C
852,0,1,Passenger 852,male,17.3,0,1,TKT00852,11.46,nan,Q
853,0,3,Passenger 853,female,59.2,1,0,TKT00853,28.53,nan,S
854,0,3,Passenger 854,female,,0,1,TKT00854,64.18,nan,S
855,0,3,Passenger 855,male,39.0,3,0,TKT00855,7.02,nan,S
856,0,3,Passenger 856,male,6.5,1,0,TKT00856,8.15,nan,S
857,1,3,Passenger 857,female,17.5,0,0,TKT00857,13.65,nan,S
858,0,3,Passenger 858,female,46.3,0,1,TKT00858,14.16,nan,C
859,0,2,Passenger 859,male,33.0,2,0,TKT00859,99.36,D33,Q
860,1,3,Passenger 860,male,2.2,1,1,TKT00860,44.76,nan,S
861,0,1,Passenger 861,female,43.5,0,0,TKT00861,42.75,nan,S
862,0,3,Passenger 862,female,21.4,0,0,TKT00862,16.26,A5,S
863,0,3,Passenger 863,female,48.8,0,1,TKT00863,15.97,D33,S
864,0,2,Passenger 864,male,27.8,0,0,TKT00864,6.29,nan,S
865,0,3,Passenger 865,male,,2,0,TKT00865,37.54,nan,S
866,1,1,Passenger 866,female,45.5,0,1,TKT00866,29.75,nan,S
867,0,3,Passenger 867,female,16.4,0,0,TKT00867,56.19,nan,C
868,1,3,Passenger 868,female,15.1,0,0,TKT00868,16.97,E46,S
869,0,3,Passenger 869,male,,0,2,TKT00869,17.93,nan,S
870,0,2,Passenger 870,male,,0,0,TKT00870,23.01,nan,S
871,1,1,Passenger 871,female,10.4,0,2,TKT00871,41.0,nan,S
872,0,1,Passenger 872,male,5.6,0,0,TKT00872,6.2,A5,Q
873,1,1,Passenger 873,female,40.5,1,0,TKT00873,36.19,nan,Q
874,0,1,Passenger 874,male,20.6,0,1,TKT00874,19.76,B28,S
875,0,1,Passenger 875,female,,0,0,TKT00875,8.61,nan,S
876,0,3,Passenger 876,female,3.0,0,0,TKT00876,4.0,nan,S
877,1,1,Passenger 877,male,19.5,0,3,TKT00877,18.01,nan,S
878,0,1,Passenger 878,male,28.9,0,1,TKT00878,63.95,nan,S
879,0,3,Passenger 879,male,42.0,0,0,TKT00879,76.69,nan,S
880,0,3,Passenger 880,male,18.2,0,0,TKT00880,26.69,nan,S
881,0,3,Passenger 881,male,52.2,1,1,TKT00881,96.51,nan,S
882,1,3,Passenger 882,male,19.4,0,0,TKT00882,19.41,A5,S
883,0,3,Passenger 883,female,19.4,0,0,TKT00883,43.06,E46,S
884,0,3,Passenger 884,male,,0,1,TKT00884,14.0,nan,S
885,0,3,Passenger 885,male,32.0,0,1,TKT00885,13.31,nan,S
886,0,3,Passenger 886,male,21.3,1,1,TKT00886,11.68,nan,S
887,0,2,Passenger 887,male,26.8,1,1,TKT00887,4.0,nan,S
888,0,2,Passenger 888,male,47.9,0,0,TKT00888,56.24,A5,S
889,1,3,Passenger 889,male,,0,0,TKT00889,12.02,nan,C
890,0,1,Passenger 890,female,17.6,0,1,TKT00890,10.58,nan,Q
891,0,3,Passenger 891,male,28.4,0,0,TKT00891,7.81,nan,S
